identifiant	tei:title	marc:titre_propre	site:nom	site:prenom	Nom:majuscules	Nom :capitalisés 	Idref:key	Idref:url	site:promotion	benc:pp	site :tri	site :sexe	site :notBefore	site :notAfter	site :professeur	site :lodel	Commentaire	benc:volume	benc:autorite?	site:id?	Date d'édition	Promotion	TOME	"COTE Thèse AN 
AB XXVIII "	ppn thèse (NC=non catalogué)	Lieu	Début-Fin de période	Dimensions en cm	Cote Thèse BENC	Renseigner : contribue au constat d'état
ENCPOS_1977_11	La ville de Verneuil pendant la Révolution (1789-1795)	La ville de Verneuil pendant la Révolution (1789-1795)	Miguet	Vivienne	VIVIENNE MIGUET	Vivienne Miguet			1977	97-104	miguet	2	1789	1795				25-1976-1979	Miguet, Vivienne	197711		1977					1789-1795	24,5x15,5		bon état
ENCPOS_1977_12	Le clergé paroissial du diocèse de Toulouse dans la seconde moitié du <abbr>xv<sup>e</sup></abbr> siècle (1450-1516)	Le clergé paroissial du diocèse de Toulouse dans la seconde moitié du xve siècle (1450-1516)	Mirouse	Florence	FLORENCE MIROUSE	Florence Mirouse			1977	105-111	mirouse	2	1450	1516				25-1976-1979	Mirouse, Florence	197712		1977					1450-1516	24,5x15,5		bon état
ENCPOS_1977_13	Le milieu socio-professionnel des avocats au Parlement de Paris à la veille de la Révolution (1760-1790)	Le milieu socio-professionnel des avocats au Parlement de Paris à la veille de la Révolution (1760-1790)	Poirot	Albert	ALBERT POIROT	Albert Poirot			1977	113-122	poirot	1	1760	1790				25-1976-1979	Poirot, Albert	197713		1977					1760-1790	24,5x15,5		bon état
ENCPOS_1977_14	Les forges comtoises en crise (1783-1787)	Les forges comtoises en crise (1783-1787)	Roquelet	Alain	ALAIN ROQUELET	Alain Roquelet			1977	123-134	roquelet	1	1783	1787				25-1976-1979	Roquelet, Alain	197714		1977					1783-1787	24,5x15,5		bon état
ENCPOS_1977_15	Les voyageurs français en Angleterre et les voyageurs anglais en France de 1750 à 1789	Les voyageurs français en Angleterre et les voyageurs anglais en France de 1750 à 1789	Sacquin-Moulin	Michèle	MICHÈLE SACQUIN-MOULIN	Michèle Sacquin-Moulin			1977	135-142	sacquin	2	1750	1789				25-1976-1979	Sacquin-Moulin, Michèle	197715		1977					1750-1789	24,5x15,5		bon état
ENCPOS_1977_16	Le Livre IX des <i>Décades</i> de Tite-Live traduites par Pierre_Bersuire, suivi du commentaire de Nicolas_Trévet. Édition critique	Le Livre IX des Décades de Tite-Live traduites par Pierre Bersuire, suivi du commentaire de Nicolas Trévet. Édition critique	Tesnière	Marie-Hélène	MARIE-HÉLÈNE TESNIÈRE	Marie-Hélène Tesnière			1977	143-148	tesniere	2	1290	1362				25-1976-1979	Tesnière, Marie-Hélène	197716		1977					1290-1362	24,5x15,5		bon état
ENCPOS_1977_17	Chemins de fer d’intérêt local et concurrence aux grandes compagnies dans les années 1870 : Simon_Philippart et l’Orléans à Rouen	Chemins de fer d’intérêt local et concurrence aux grandes compagnies dans les années 1870 : Simon Philippart et l’Orléans à Rouen	Théodore	Jean-Michel	JEAN-MICHEL THÉODORE	Jean-Michel Théodore			1977	149-153	theodore	1	1870	1880				25-1976-1979	Théodore, Jean-Michel	197717		1977					1870-1880	24,5x15,5		bon état
ENCPOS_1977_18	Les fêtes royales sous la Restauration	Les fêtes royales sous la Restauration	Wacquet-Point	Françoise	FRANÇOISE WAQUET-POINT	Françoise Waquet-Point			1977	156-162	wacquet	2	1814	1830			Problème nom de famille Wacquet Fichier recollement Waquet dans le volume	25-1976-1979	Wacquet-Point, Françoise	197718		1977					1814-1830	24,5x15,5		bon état
ENCPOS_1977_NEXT		pages postliminaires							1977	-163								25-1976-1979												
ENCPOS_1977_PREV		pages liminaires							1977	0-8								25-1976-1979												
ENCPOS_1978_01	Le <i>Doctrinal_aux_simples_gens</i> ou <i>Doctrinal_de_sapience.</i> Édition critique et commentaire	Le Doctrinal aux simples gens ou Doctrinal de sapience. Édition critique et commentaire	Amalvi-Mizzi	Chantal	CHANTAL AMALVL-MIZZI	Chantal Amalvl-Mizzi			1978	9-14	amalvimizzi	2	1350	1399				25-1976-1979	Amalvi-Mizzi, Chantal	197802		1978					1350-1399	24,5x15,5		bon état
ENCPOS_1978_02	La « galerie des hommes illustres » de l’histoire de France dans l’enseignement primaire de 1833 à 1914	La « galerie des hommes illustres » de l’histoire de France dans l’enseignement primaire de 1833 à 1914	Amalvi	Christian	CHRISTIAN AMALVI	Christian Amalvi			1978	15-24	amalvi	1	1833	1914				25-1976-1979	Amalvi, Christian	197801		1978					1833-1914	24,5x15,5		bon état
ENCPOS_1978_03	Recherches sur la sorcellerie sous l’Ancien_Régime, dans les Landes, le Pays basque et le Béarn 	Recherches sur la sorcellerie dans les Landes, le Pays basque et le Béarn sous l’Ancien Régime	Bordes	François	FRANÇOIS BORDES	François Bordes			1978	25-33	bordes	1	1500	1789				25-1976-1979	Bordes, François	197803		1978					1500-1789	24,5x15,5		bon état
ENCPOS_1978_04	Venise de 1530 à 1570. Ville, société et hérésie	Venise de 1530 à 1570. Ville, société et hérésie	Doglioni	Catherine	CATHERINE DOGLIONI	Catherine Doglioni			1978	35-40	doglioni	2	1530	1570				25-1976-1979	Doglioni, Catherine	197804		1978					1530-1570	24,5x15,5		bon état
ENCPOS_1978_05	Recherches sur les chroniques latines de Saint-Denis. Édition critique et commentaire de la <i>Descriptio_clavi_et_corone_Domini</i>, et de deux séries de textes relatifs à la légende carolingienne	Recherches sur les chroniques latines de Saint-Denis. Édition critique et commentaire de la Descriptio clavi et corone Domini, et de deux séries de textes relatifs à la légende carolingienne	Du Pouget	Marc	MARC DU POUGET	Marc Du Pouget			1978	41-46	dupouget	1	1200	1499				25-1976-1979	Du Pouget, Marc	197805		1978					1200-1499	24,5x15,5		bon état
ENCPOS_1978_06	La gravure de musique à Paris, des origines à la Révolution (1660-1789)	La gravure de musique à Paris, des origines à la Révolution (1660-1789)	Fau	Élisabeth	ÉLISABETH FAU	Élisabeth Fau			1978	47-58	fau	2	1660	1789				25-1976-1979	Fau, Élisabeth	197806		1978					1660-1789	24,5x15,5		bon état
ENCPOS_1978_07	James_Pradier (1790-1852)	James Pradier (1790-1852)	Garnier	Guillaume	GUILLAUME GARNIER	Guillaume Garnier			1978	59-62	garnier	1	1790	1852				25-1976-1979	Garnier, Guillaume	197807		1978					1790-1852	24,5x15,5		bon état
ENCPOS_1978_08	Les manuscrits des Jacobins de la rue Saint-Jacques d’après les inventaires révolutionnaires dressés pour les dépôts littéraires	Les manuscrits des Jacobins de la rue Saint-Jacques d’après les inventaires révolutionnaires dressés pour les dépôts littéraires	Guibout-Chagué	Nicole	NICOLE GUIBOUT-CHAGUÉ	Nicole Guibout-Chagué			1978	63-68	guibout	2	1789	1799				25-1976-1979	Guibout-Chagué, Nicole	197808		1978					1789-1799	24,5x15,5		bon état
ENCPOS_1978_09	L’administration préfectorale du département de la Haute-Marne sous le consulat et l’Empire (1800-1814)	L’administration préfectorale du département de la Haute-Marne sous le Consulat et l’Empire (1800-1814)	Guichard	Brigitte	BRIGITTE GUICHARD	Brigitte Guichard			1978	69-80	guichard	2	1800	1814				25-1976-1979	Guichard, Brigitte	197809		1978					1800-1814	24,5x15,5		bon état
ENCPOS_1978_10	L’église_Saint-Étienne de Beauvais. Étude historique et archéologique	L’église Saint-Étienne de Beauvais. Étude historique et archéologique	Henwood-Reverdot	Annie	ANNIE HENWOOD-REVERDOT	Annie Henwood-Reverdot			1978	81-90	henwood	2	500	1978				25-1976-1979	Henwood-Reverdot, Annie	197811		1978					500-1978	24,5x15,5		bon état
ENCPOS_1978_11	Le Trésor_royal sous le règne de Charles_VI (1380-1422). Étude sur les inventaires, les orfèvres parisiens et les principaux artistes du roi	Le Trésor royal sous le règne de Charles VI (1380-1422). Étude sur les inventaires, les orfèvres parisiens et les principaux artistes du roi	Henwood	Philippe	PHILIPPE HENWOOD	Philippe Henwood			1978	91-98	henwood	1	1380	1422				25-1976-1979	Henwood, Philippe	197810		1978					1380-1422	24,5x15,5		bon état
ENCPOS_1978_12	Peuplement et habitat rural en Bourgogne au Moyen_Âge (XII<sup>e</sup>-XV<sup>e</sup> siècle). Le cas du pays bas dijonnais	Peuplement et habitat rural en Bourgogne au Moyen Âge (xiie-xve siècles). Le cas du pays bas dijonnais	Hours	Henri	HENRI HOURS	Henri Hours			1978	99-109	hours	1	1100	1499				25-1976-1979	Hours, Henri	197812		1978					1100-1499	24,5x15,5		bon état
ENCPOS_1978_13	Le milieu socio-professionnel des maîtres de musique à Paris au <abbr>xviii<sup>e</sup></abbr> siècle	Le milieu socio-professionnel des maîtres de musique à Paris au xviiie siècle	Mancardi	Sylvie	SYLVIE MANCARDI	Sylvie Mancardi			1978	111-119	mancardi	2	1700	1799				25-1976-1979	Mancardi, Sylvie	197813		1978					1700-1799	24,5x15,5		bon état
ENCPOS_1978_14	Le quartier des Porcherons (1720-1789). Descriptions du processus d’urbanisation d’un faubourg de Paris	Le quartier des Porcherons (1720-1789). Descriptions du processus d’urbanisation d’un faubourg de Paris	Mounier	Nicole	NICOLE MOUNIER	Nicole Mounier			1978	121-131	mounier	2	1720	1789				25-1976-1979	Mounier, Nicole	197814		1978					1720-1789	24,5x15,5		bon état
ENCPOS_1978_15	Le<i>Tractatus_de_diversis_materiis_predicabilibus</i> d’Étienne de Bourbon. Deuxième partie : <i>De_dono_pietatis.</i> Étude et édition	Le Tractatus de diversis materiis predicabilibus d’Étienne de Bourbon. Deuxième partie : De dono pietatis. Étude et édition	Ogilvie-David	Denise	DENISE OGILVIE-DAVID	Denise Ogilvie-David			1978	133-136	ogilvie	2	1180	1256				25-1976-1979	Ogilvie-David, Denise	197815		1978					1180-1256	24,5x15,5		bon état
ENCPOS_1978_16	L’expédition de d’Entrecasteaux (1791-1794) et son apport scientifique	L’expédition de d’Entrecasteaux (1791-1794) et son apport scientifique	Richard	Hélène	HÉLÈNE RICHARD	Hélène Richard			1978	137-146	richard	2	1791	1794				25-1976-1979	Richard, Hélène	197816		1978					1791-1794	24,5x15,5		bon état
ENCPOS_1978_17	La musique dans les trois grands théâtres lyriques de Paris et dans les spectacles ordinaires de la cour sous le Consulat et l’Empire (1800-1815)	La musique dans les trois grands théâtres lyriques de Paris et dans les spectacles ordinaires de la cour sous le Consulat et l’Empire (1800-1815)	Vidal	Pierre	PIERRE VIDAL	Pierre Vidal			1978	147-156	vidal	1	1800	1815				25-1976-1979	Vidal, Pierre	197817		1978					1800-1815	24,5x15,5		bon état
ENCPOS_1978_NEXT		pages postliminaires							1978	-157								25-1976-1979												
ENCPOS_1978_PREV		pages liminaires							1978	0-8								25-1976-1979												
ENCPOS_1979_01	La bibliothèque des Célestins de Paris d’après le catalogue collectif du Père_Daire (vers 1767-1776) et les manuscrits retrouvés	La bibliothèque des Célestins de Paris d’après le catalogue collectif du Père Daire (vers 1767-1776) et les manuscrits retrouvés	Bérard	Françoise	FRANÇOISE BÉRARD	Françoise Bérard			1979	9-17	berard	2	1767	1776				25-1976-1979	Bérard, Françoise	197901		1979					1767-1776	24,5x15,5		bon état
ENCPOS_1979_02	Les constructions de l’ordre de Prémontré en France en France aux <abbr>xvii<sup>e</sup></abbr> et <abbr>xviii<sup>e</sup></abbr> siècles	Les constructions de l’ordre de Prémontré en France en France aux xviie et xviiie siècles	Bonnet	Philippe	PHILIPPE BONNET	Philippe Bonnet			1979	19-26	bonnet	1	1600	1799				25-1976-1979	Bonnet, Philippe	197902		1979					1600-1799	24,5x15,5		bon état
ENCPOS_1979_03	L’architecture religieuse dans le pays de Caux aux <abbr>xv<sup>e</sup></abbr> et <abbr>xvi<sup>e</sup></abbr> siècles. La fin de l’âge gothique	L’architecture religieuse dans le pays de Caux aux xve et xvie siècles. La fin de l’âge gothique	Delpeuch	Marie-Hélène	MARIE-HÉLÈNE DELPEUCH	Marie-Hélène Delpeuch			1979	27-35	delpeuch	2	1400	1599				25-1976-1979	Delpeuch, Marie-Hélène	197903		1979					1400-1599	24,5x15,5		bon état
ENCPOS_1979_04	La Marine_royale sous le ministère du duc_de_Choiseul (1761-1766)	La Marine royale sous le ministère du duc de Choiseul (1761-1766)	Estienne	René	RENÉ ESTIENNE	René Estienne			1979	37-46	estienne	1	1761	1766				25-1976-1979	Estienne, René	197904		1979					1761-1766	24,5x15,5		bon état
ENCPOS_1979_05	Antoine_Coypel (1661-1722). L’homme et l’œuvre	Antoine Coypel (1661-1722). L’homme et l’œuvre	Garnier	Nicole	NICOLE GARNIER	Nicole Garnier			1979	47-55	garnier	2	1661	1722				25-1976-1979	Garnier, Nicole	197905		1979					1661-1722	24,5x15,5		bon état
ENCPOS_1979_06	Une famille de musiciens français : les Forqueray aux <abbr>xvii<sup>e</sup></abbr> et <abbr>xviii<sup>e</sup></abbr> siècles. Étude sociale	Une famille de musiciens français : les Forqueray aux xviie et xviiie siècles. Étude sociale	Lalaguë-Guilhemsans	Marie-Thérèse	MARIE-THÉRÈSE LALAGUË-GUILHEMSANS	Marie-Thérèse Lalaguë-Guilhemsans			1979	57-67	lalague	2	1600	1799				25-1976-1979	Lalaguë-Guilhemsans, Marie-Thérèse	197906		1979					1600-1799	24,5x15,5		bon état
ENCPOS_1979_07	Guillaume_de_Conches et le commentaire sur le <i>De_Consolatione_philosophiae</i> de Boèce. Étude et édition critique	Guillaume de Conches et le commentaire sur le De Consolatione philosophiae de Boèce. Étude et édition critique	Lenormand	Sylvie	SYLVIE LENORMAND	Sylvie Lenormand			1979	69-74	lenormand	2	1100	1150				25-1976-1979	Lenormand, Sylvie	197908		1979					1100-1150	24,5x15,5		bon état
ENCPOS_1979_08	Histoire et érudition. Recherches et documents sur l’histoire et le rôle de l’érudition médiévale dans l’historiographie du <abbr>xix<sup>e</sup></abbr> siècle	Histoire et érudition. Recherches et documents sur l’histoire et le rôle de l’érudition médiévale dans l’historiographie du xixe siècle	Le Pottier	Jean	JEAN LE POTTIER	Jean Le Pottier			1979	75-82	lepottier	1	1800	1899				25-1976-1979	Le Pottier, Jean	197907		1979					1800-1899	24,5x15,5		bon état
ENCPOS_1979_09	Le <i>Quadripartitum_numerorum</i> de Jean_de_Murs (1343). Édition critique	Le Quadripartitum numerorum de Jean de Murs (1343). Édition critique	L’Huillier-Guibert, De	Ghislaine	GHISLAINE l’HUILLIER – DE GUIBERT	Ghislaine l’Huillier – de Guibert			1979	83-88	lhuillier	2	1343	1343				25-1976-1979	L’huillier-de Guibert, Ghislaine	197909		1979					1343-1343	24,5x15,5		bon état
ENCPOS_1979_10	Le mécénat architectural de Louis-Philippe, duc d’Orléans (1743-1785)	Le mécénat architectural de Louis-Philippe, duc d’Orléans (1743-1785)	Olivier	Sarah	SARAH OLIVIER	Sarah Olivier			1979	89-95	olivier	2	1743	1785				25-1976-1979	Olivier, Sarah	197910		1979					1743-1785	24,5x15,5		bon état
ENCPOS_1979_11	La bibliothèque médiévale de l’abbaye de Pontigny	La bibliothèque médiévale de l’abbaye de Pontigny	Peyrafort	Monique	MONIQUE PEYRAFORT	Monique Peyrafort			1979	97-100	peyrafort	2	1114	1499				25-1976-1979	Peyrafort, Monique	197911		1979					1114-1499	24,5x15,5		bon état
ENCPOS_1979_12	Le couvent des cordeliers de Châteauroux	Le couvent des cordeliers de Châteauroux	Picou	Francesca	FRANCESCA PICOU	Francesca Picou			1979	101-107	picou	2	1200	1979				25-1976-1979	Picou, Francesca	197912		1979					1200-1979	24,5x15,5		bon état
ENCPOS_1979_13	Livres et distributions de prix dans l’enseignement primaire (1870-1914)	Livres de prix et distributions de prix dans l’enseignement primaire (1870-1914)	Prévost	Nicole	NICOLE PRÉVOST	Nicole Prévost			1979	109-119	prevost	2	1870	1914				25-1976-1979	Prévost, Nicole	197913		1979					1870-1914	24,5x15,5		bon état
ENCPOS_1979_14	Le cabaret parisien à la veille de la Révolution	Le cabaret parisien à la veille de la Révolution	Riviere De La Mure, De	Marie-Hélène	MARIE-HÉLÈNE DE RIVIÈRE DE LA MURE	Marie-Hélène de Rivière de La Mure			1979	121-128	rivieredelamure	2	1780	1790				25-1976-1979	Riviere De La Mure, De, Marie-Hélène	197914		1979					1780-1790	24,5x15,5		bon état
ENCPOS_1979_15	L’imprimerie et la librairie à Paris sous le consulat et l’Empire (1799-1814)	L’imprimerie et la librairie à Paris sous le Consulat et l’Empire (1799-1814)	Vouillot	Bernard	BERNARD VOUILLOT	Bernard Vouillot			1979	129-137	vouillot	1	1799	1814				25-1976-1979	Vouillot, Bernard	197915		1979					1799-1814	24,5x15,5		bon état
ENCPOS_1979_NEXT		pages postliminaires							1979	-139								25-1976-1979												
ENCPOS_1979_PREV		pages liminaires							1979	0-8								25-1976-1979												
ENCPOS_1980_01	La résistance à la conscription dans les départements aquitains (1798-1814)	La résistance à la conscription dans les départements aquitains (1798-1814)	Bergès	Louis	LOUIS BERGÈS	Louis Bergès			1980	9-16	berges	1	1798	1814				26-1980-1983	Bergès, Louis	198001		1980					1798-1814	24,5x15,5		bon état
ENCPOS_1980_02	Les constitutions et l’observance de l’Oratoire aux <abbr>xvii<sup>e</sup></abbr> et <abbr>xviii<sup>e</sup></abbr> siècles	Les constitutions et l’observance de l’Oratoire aux xviie et xviiie siècles	Blanc	Brigitte	BRIGITTE BLANC	Brigitte Blanc			1980	17-22	blanc	2	1600	1799				26-1980-1983	Blanc, Brigitte	198002		1980					1600-1799	24,5x15,5		bon état
ENCPOS_1980_03	L’atelier monétaire royal de Montpellier et la circulation monétaire en bas Languedoc jusqu’au milieu du <abbr>xv<sup>e</sup></abbr> siècle	L’atelier monétaire royal de Montpellier et la circulation monétaire en bas Languedoc jusqu’au milieu du xve siècle	Bompaire	Marc	MARC BOMPAIRE	Marc Bompaire			1980	23-28	bompaire	1	939	1480	1			26-1980-1983	Bompaire, Marc	198003		1980					939-1480	24,5x15,5		bon état
ENCPOS_1980_04	Joseph-Gaspard_de_Maniban, premier président du parlement de Toulouse de 1722 à 1762	Joseph-Gaspard de Maniban, premier président du parlement de Toulouse de 1722 à 1762	Clair	Sylvie	SYLVIE CLAIR	Sylvie Clair			1980	29-36	clair	2	1722	1762				26-1980-1983	Clair, Sylvie	198004		1980					1722-1762	24,5x15,5		bon état
ENCPOS_1980_05	Les fêtes religieuses en Roussillon du <abbr>xv<sup>e</sup></abbr> au <abbr>xviii<sup>e</sup></abbr> siècle	Les fêtes religieuses en Roussillon du xve au xviiie siècle	Courcelles-Lavedrine, De	Dominique	DOMINIQUE DE COURCELLES-LAVEDRINE	Dominique de Courcelles-Lavedrine			1980	37-44	courcelles	2	1400	1799				26-1980-1983	Courcelles-Lavedrine, De, Dominique	198005		1980					1400-1799	24,5x15,5		bon état
ENCPOS_1980_06	Assistance et charité à la Rochelle au <abbr>xviii<sup>e</sup></abbr> siècle	Assistance et charité à la Rochelle au xviiie siècle	Even	Pascal	PASCAL EVEN	Pascal Even			1980	45-54	even	1	1700	1799				26-1980-1983	Even, Pascal	198006		1980					1700-1799	24,5x15,5		bon état
ENCPOS_1980_07	L’architecte Etienne-Hippolyte_Godde (1781-1869)	L’architecte Étienne-Hippolyte Godde (1781-1869)	Ferrand De La Conté-Gelis	Marie-Christine	MARIE-CHRISTIANE FERRAND DE LA CONTÉ-GÉLIS	Marie-Christiane Ferrand de La Conté-Gélis			1980	55-61	ferranddelaconte	2	1781	1869				26-1980-1983	Ferrand De La Conté-Gelis, Marie-Christine	198007		1980					1781-1869	24,5x15,5		bon état
ENCPOS_1980_08	Sceaux du Rouergue antérieurs à 1515	Sceaux du Rouergue antérieurs à 1515	Framond, De	Martin	MARTIN DE FRAMOND	Martin de Framond			1980	63-70	framond	1	1100	1515				26-1980-1983	Framond, De, Martin	198008		1980					1100-1515	24,5x15,5		bon état
ENCPOS_1980_09	Les bals publics à Paris de 1830 à 1870	Les bals publics à Paris de 1830 à 1870	Gasnault	François	FRANÇOIS GASNAULT	François Gasnault			1980	71-80	gasnault	1	1830	1870				26-1980-1983	Gasnault, François	198009		1980					1830-1870	24,5x15,5		bon état
ENCPOS_1980_10	Le commerce de l’estampe à Paris au <abbr>xvii<sup>e</sup></abbr> siècle	Le commerce de l’estampe à Paris au xviie siècle	Grivel	Marianne	MARIANNE GRIVEL	Marianne Grivel			1980	81-89	grivel	2	1600	1699				26-1980-1983	Grivel, Marianne	198010		1980					1600-1699	24,5x15,5		bon état
ENCPOS_1980_11	L’administration des cultes de 1801 à 1816	L’administration des cultes de 1801 à 1816	Hick	Daniel	DANIEL HICK	Daniel Hick			1980	91-96	hick	1	1801	1816				26-1980-1983	Hick, Daniel	198011		1980					1801-1816	24,5x15,5		bon état
ENCPOS_1980_12	Une œuvre de vulgarisation géographique au <abbr>xv<sup>e</sup></abbr> siècle : le <i>De_figura_seu_imagine_mundi</i> de Louis_de_Langle. Édition critique et commentaire	Une œuvre de vulgarisation géographique au xve siècle : le De figura seu imagine mundi de Louis de Langle. Édition critique et commentaire	Hustache	Étienne	ÉTIENNE HUSTACHE	Étienne Hustache			1980	97-103	hustache	1	1400	1499				26-1980-1983	Hustache, Étienne	198012		1980					1400-1499	24,5x15,5		bon état
ENCPOS_1980_13	<i>Le_mystère_de_saint_Crépin_et_saint_Crépinien.</i> Édition critique	Le mystère de saint Crépin et saint Crépinien. Édition critique	Lalou	Élisabeth	ÉLISABETH LALOU	Élisabeth Lalou			1980	105-109	lalou	2	1420	1460				26-1980-1983	Lalou, Élisabeth	198013		1980					1420-1460	24,5x15,5		bon état
ENCPOS_1980_14	Jacques_Kerver, libraire parisien du <abbr>xvi<sup>e</sup></abbr> siècle (1535-1583), et sa veuve, Blanche_Marentin (1583-1585)	Jacques Kerver, libraire parisien du xvie siècle (1535-1583), et sa veuve, Blanche Marentin (1583-1585)	Marin	François	FRANÇOIS MARIN	François Marin			1980	11-118	marin	1	1583	1585				26-1980-1983	Marin, François	198014		1980					1583-1585	24,5x15,5		bon état
ENCPOS_1980_15	Montpellier à la fin du Moyen_Âge d’après  les compoix (1380-1450)	Montpellier à la fin du Moyen Âge d’après les compoix (1380-1450)	Marin-Rambier	Anne-Catherine	ANNE-CATHERINE MARIN-RAMBIER	Anne-Catherine Marin-Rambier			1980	119-128	marin	2	1380	1450				26-1980-1983	Marin-Rambier, Anne-Catherine	198015		1980					1380-1450	24,5x15,5		bon état
ENCPOS_1980_16	Un éditeur au <abbr>xix<sup>e</sup></abbr> siècle : Pierre-Jules_Hetzel (1814-1886) et les éditions Hetzel (1837-1914)	Un éditeur au xixe siècle : Pierre-Jules Hetzel (1814-1886) et les éditions Hetzel (1837-1914)	Petit	Nicolas	NICOLAS PETIT	Nicolas Petit			1980	129-134	petit	1	1837	1914				26-1980-1983	Petit, Nicolas	198016		1980					1837-1914	24,5x15,5		bon état
ENCPOS_1980_17	La reconstruction des églises en bas Quercy après la guerre_de_Cent_ans	La reconstruction des églises en bas Quercy après la guerre de Cent ans	Richard	Philippe Georges	PHILIPPE-GEORGES RICHARD	Philippe-Georges Richard			1980	135-140	richard	1	1450	1550				26-1980-1983	Richard, Philippe Georges	198017		1980					1450-1550	24,5x15,5		bon état
ENCPOS_1980_18	Adam-François_Van_der_Meulen (1632-1690). L’homme et l’œuvre	Adam-François Van der Meulen (1632-1690). L’homme et l’œuvre	Richefort	Isabelle	ISABELLE RICHEFORT	Isabelle Richefort			1980	141-147	richefort	2	1632	1690				26-1980-1983	Richefort, Isabelle	198018		1980					1632-1690	24,5x15,5		bon état
ENCPOS_1980_19	Les décors scéniques de l’Académie royale de musique et des théâtres des châteaux de Versailles et de Fontainebleau (1760-1789)	Les décors scéniques de l’Académie royale de musique et des théâtres des châteaux de Versailles et de Fontainebleau (1760-1789)	Vayssaire	Nicole	NICOLE VAYSSAIRE	Nicole Vayssaire			1980	149-156	vayssaire	2	1760	1789				26-1980-1983	Vayssaire, Nicole	198019		1980					1760-1789	24,5x15,5		bon état
ENCPOS_1980_20	Évolution des structures administratives, économiques et sociales de la viguerie de Nice à travers les enquêtes générales de Charles_Ier d’Anjou (1252), Charles_II (1298) et Léopard_de_Fulginet (1333)	Évolution des structures administratives, économiques et sociales de la viguerie de Nice à travers les enquêtes générales de Charles Ier d’Anjou (1252), Charles II (1298) et Léopard de Fulginet (1333)	Venturini	Alain	ALAIN VENTURINI	Alain Venturini			1980	157-163	venturini	1	1252	1333				26-1980-1983	Venturini, Alain	198020		1980					1252-1333	24,5x15,5		bon état
ENCPOS_1980_NEXT		pages postliminaires							1980	-165								26-1980-1983												
ENCPOS_1980_PREV		pages liminaires							1980	0-8								26-1980-1983												
ENCPOS_1981_01	Étude sur la production imprimée de l’année 1764	Étude sur la production imprimée de l’année 1764	Artier	Jacqueline	JACQUELINE ARTIER	Jacqueline Artier			1981	9-18	artier	2	1764	1764				26-1980-1983	Artier, Jacqueline	198101		1981					1764-1764	24,5x15,5		bon état
ENCPOS_1981_02	L’enseignement primaire dans le Finistère (1863-1905)	L’enseignement primaire dans le Finistère (1863-1905)	Bédel-Bénard	Marine	MARINE BÉDEL-BÉNARD	Marine Bédel-Bénard			1981	19-29	bedel	2	1863	1905				26-1980-1983	Bédel-Bénard, Marine	198102		1981					1863-1905	24,5x15,5		bon état
ENCPOS_1981_03	Les maîtres serruriers parisiens et leurs travaux de grande serrurerie (1717-1730)	Les maîtres serruriers parisiens et leurs travaux de grande serrurerie (1715-1730)	Bruleaux	Anne-Marie	ANNE-MARIE BRULEAUX	Anne-Marie Bruleaux			1981	31-38	bruleaux	2	1717	1730				26-1980-1983	Bruleaux, Anne-Marie	198103		1981					1717-1730	24,5x15,5		bon état
ENCPOS_1981_04	L’extension du ressort politique et religieux du Nantais au sud de la Loire. Essai sur les origines de la dislocation du <i>pagus</i> d’Herbauge (IX<sup>e</sup> siècle – 960)	L’extension du ressort politique et religieux du Nantais au sud de la Loire. Essai sur les origines de la dislocation du pagus d’Herbauge (ixe siècle – 960)	Brunterc’h	Jean-Pierre	JEAN-PIERRE BRUNTERC’H	Jean-Pierre Brunterc’h			1981	39-49	brunterch	1	800	960				26-1980-1983	Brunterc’h, Jean-Pierre	198104		1981					800-960	24,5x15,5		bon état
ENCPOS_1981_05	Un budget seigneurial aux <abbr>xv<sup>e</sup></abbr> et <abbr>xvi<sup>e</sup></abbr> siècles. Les comptes de la baronnie de Sully-sur-Loire	Un budget seigneurial aux xve et xvie siècles. Les comptes de la baronnie de Sully-sur-Loire (1479-1549)	Conchon	Michèle	MICHÈLE CONCHON	Michèle Conchon			1981	51-64	conchon	2	1400	1599				26-1980-1983	Conchon, Michèle	198105		1981					1400-1599	24,5x15,5		bon état
ENCPOS_1981_06	Recherches sur l’administration de la librairie (1815-1848)	Recherches sur l’administration de la librairie (1815-1848)	Conihout-Perrier, De	Isabelle	ISABELLE DE CONIHOUT-PERRIER	Isabelle de Conihout-Perrier			1981	65-71	conihout	2	1815	1848				26-1980-1983	Conihout-Perrier, De, Isabelle	198106		1981					1815-1848	24,5x15,5		bon état
ENCPOS_1981_07	Seigneurs et châteaux dans le pays d’Auge aux <abbr>xi<sup>e</sup></abbr> et <abbr>xii<sup>e</sup></abbr> siècles. Introduction à une étude archéologique de l’habitat seigneurial fortifié	Seigneurs et châteaux dans le pays d’Auge aux xie et xiie siècles. Introduction à une étude archéologique de l’habitat seigneurial fortifié	Daliphard	Marc	MARC DALIPHARD	Marc Daliphard			1981	73-81	daliphard	1	1000	1199				26-1980-1983	Daliphard, Marc	198107		1981					1000-1199	24,5x15,5		bon état
